Reaction,First Reactant,First Product,Reactant Formula,Reactant MW,Product Formula,Product MW,MW Difference,Formula Difference
1-palmitoyl-2-linoleoyl-phosphatidylcholine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  1-palmitoyl-2-vernoloyl-phosphatidylcholine + oxidized [NADPH-hemoprotein reductase] + H2O,1-palmitoyl-2-linoleoyl-phosphatidylcholine,1-palmitoyl-2-vernoloyl-phosphatidylcholine,C42H80NO8P,759.5778051242,C42H80NO9P,775.5727197463001,15.9949,O
1-palmitoyl-2-oleoyl-phosphatidylcholine + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  1-palmitoyl-2-linoleoyl-phosphatidylcholine + 2 ferricytochrome b5 + 2 H2O,1-palmitoyl-2-oleoyl-phosphatidylcholine,1-palmitoyl-2-linoleoyl-phosphatidylcholine,C42H82NO8P,761.5934551884,C42H80NO8P,759.5778051242,-2.0157,-H2
"1-phenyl-3-(3-C-glucosyl-2,4,6-trihydroxyphenyl)propane-1,3-dione  ->  6-C-glucosyl chrysin + H+ + H2O","1-phenyl-3-(3-C-glucosyl-2,4,6-trihydroxyphenyl)propane-1,3-dione",6-C-glucosyl chrysin,C21H22O10,434.1212969272,C21H19O9,416.1107322409,-18.0106,-H3-O
"1-piperidinium + (E,E)-piperoyl-CoA  ->  piperine + coenzyme A + H+",1-piperidinium,piperine,C5H12N,85.0891493583,C17H19NO3,285.1364934814,200.0473,C12H7O3
1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-sn-glycerol 3-phosphate + H2O  ->  1-[18-hydroxyoeoyl]-2-[18-hydroxy-linoleoyl]-sn-glycerol + phosphate,1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-sn-glycerol 3-phosphate,1-[18-hydroxyoeoyl]-2-[18-hydroxy-linoleoyl]-sn-glycerol,C39H69O10P,730.4784850101,C39H70O7,650.5121546017,-79.9663,H-O3-P
10-deacetyl-2-debenzoylbaccatin III + benzoyl-CoA  ->  10-deacetylbaccatin III + coenzyme A,10-deacetyl-2-debenzoylbaccatin III,10-deacetylbaccatin III,C22H32O9,440.2046326261,C29H36O10,544.2308473766,104.0262,C7H4O
10-deacetylbaccatin III + acetyl-CoA  ->  baccatin III + coenzyme A,10-deacetylbaccatin III,baccatin III,C29H36O10,544.2308473766,C31H38O11,586.2414120629,42.0106,C2H2O
10-deoxysarpagine + NADP+  <-  vellosimine + NADPH + H+,vellosimine,10-deoxysarpagine,C19H20N2O,292.1575632745,C19H22N2O,294.1732133387,2.0157,H2
10-deoxysarpagine + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  sarpagine + oxidized [NADPH-hemoprotein reductase] + H2O,10-deoxysarpagine,sarpagine,C19H22N2O,294.1732133387,C19H22N2O2,310.1681279608,15.9949,O
10-hydroxydihydrosanguinarine + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + dihydrochelirubine + H+,10-hydroxydihydrosanguinarine,S-adenosyl-L-homocysteine,C20H15NO5,349.0950225972,C14H20N6O5S,384.1215884737,35.0266,-C6H5N5S
11-hydroxyvittatine + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + hemanthamine + H+,11-hydroxyvittatine,S-adenosyl-L-homocysteine,C16H17NO4,287.11575803930003,C14H20N6O5S,384.1215884737,97.0058,-C2H3N5OS
12-hydroxydihydrochelirubine + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + dihydromacarpine + H+,12-hydroxydihydrochelirubine,S-adenosyl-L-homocysteine,C21H17NO6,379.1055872835,C14H20N6O5S,384.1215884737,5.016,-C7H3N5-OS
13(S)-HpOTre  ->  (9Z)-traumatin + (3Z)-hexenal,13(S)-HpOTre,(9Z)-traumatin,C18H29O4,310.2144094514,C12H19O3,212.1412445083,-98.0732,-C6-H10-O
"13(S)-HpOTre  ->  (9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate + H2O",13(S)-HpOTre,"(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate",C18H29O4,310.2144094514,C18H27O3,292.20384476510003,-18.0106,-H2-O
13-hydroxylupanine + (E)-2-methylcrotonoyl-CoA  ->  13-[(E)-2-methylcrotonoyl]oxylupanine + coenzyme A,13-hydroxylupanine,13-[(E)-2-methylcrotonoyl]oxylupanine,C15H25N2O2,264.18377802500004,C20H31N2O3,346.2256428397,82.0419,C5H6O
131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + H+ + dioxygen  ->  131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + 2 H2O,131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester,131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester,C35H33N4O5Mg,614.2379621227001,C35H31N4O5Mg,612.2223120584999,-2.0157,-H2
"131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + dioxygen  ->  3,8-divinyl protochlorophyllide a + NADP+ + 2 H2O",131-oxo-magnesium-protoporphyrin IX 13-monomethyl ester,"3,8-divinyl protochlorophyllide a",C35H31N4O5Mg,612.2223120584999,C35H28N4O5Mg,610.2066619943,-2.0157,-H3
16-epivellosimine + acetyl-CoA  ->  vinorine + coenzyme A,16-epivellosimine,vinorine,C19H20N2O,292.1575632745,C21H22N2O2,334.1681279608,42.0106,C2H2O
16-hydroxypalmitate + coenzyme A + ATP  ->  16-hydroxypalmitoyl-CoA + AMP + diphosphate,16-hydroxypalmitate,16-hydroxypalmitoyl-CoA,C16H31O3,272.2351448935,C37H62N7O18P3S,1021.3397885728,749.1046,C21H31N7O15P3S
16-hydroxypalmitate + NADP+  ->  16-oxo-palmitate + NADPH + H+,16-hydroxypalmitate,16-oxo-palmitate,C16H31O3,272.2351448935,C16H29O3,270.2194948293,-2.0157,-H2
"16-hydroxypalmitoyl-CoA + 2 NADPH + 2 H+  ->  1,16-hexadecane-diol + coenzyme A + 2 NADP+",16-hydroxypalmitoyl-CoA,"1,16-hexadecane-diol",C37H62N7O18P3S,1021.3397885728,C16H34O2,258.2558803356,-763.0839,-C21-H28-N7-O16-P3-S
"16-hydroxypalmitoyl-CoA + NADPH + dioxygen + H+  ->  10,16-dihydroxypalmitoyl-CoA + NADP+ + H2O",16-hydroxypalmitoyl-CoA,"10,16-dihydroxypalmitoyl-CoA",C37H62N7O18P3S,1021.3397885728,C37H62N7O19P3S,1037.3347031949,15.9949,O
16-hydroxytabersonine + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 16-methoxytabersonine + H+,16-hydroxytabersonine,S-adenosyl-L-homocysteine,C21H25N2O3,352.1786926471,C14H20N6O5S,384.1215884737,31.9429,-C7-H5N4O2S
17-O-acetylajmaline + H2O  ->  ajmaline + acetate + H+,17-O-acetylajmaline,ajmaline,C22H28N2O3,368.2099927755,C20H26N2O2,326.1994280892,-42.0106,-C2-H2-O
17-O-acetylnorajmaline + H2O  ->  norajmaline + acetate + H+,17-O-acetylnorajmaline,norajmaline,C21H26N2O3,354.1943427113,C19H24N2O2,312.183778025,-42.0106,-C2-H2-O
"17-O-acetylnorajmaline + NADP+  <-  1,2-dihydrovomilenine + NADPH + H+","1,2-dihydrovomilenine",17-O-acetylnorajmaline,C21H24N2O3,352.1786926471,C21H26N2O3,354.1943427113,2.0157,H2
17-O-deacetylvindoline + acetyl-CoA  ->  vindoline + coenzyme A,17-O-deacetylvindoline,vindoline,C23H31N2O5,414.2154720839,C25H33N2O6,456.2260367702,42.0106,C2H2O
18-hydroxylinoleoyl-CoA + 1-(18-hydroxyoleoyl)-sn-glycrol 3-phosphate  ->  1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-sn-glycerol 3-phosphate + coenzyme A,18-hydroxylinoleoyl-CoA,1-[18-hydroxyoeoyl]-2-[18-hydroxy-lioleoyl]-sn-glycerol 3-phosphate,C39H62N7O18P3S,1045.3397885728,C39H69O10P,730.4784850101,-314.8613,H7-N7-O8-P2-S
18-hydroxyoleate + coenzyme A + ATP  ->  18-hydroxyoleoyl-CoA + AMP + diphosphate,18-hydroxyoleate,18-hydroxyoleoyl-CoA,C18H33O3,298.2507949577,C39H64N7O18P3S,1047.355438637,749.1046,C21H31N7O15P3S
"18-hydroxyoleoyl-CoA + 2 NADPH + 2 H+  ->  (9Z)-octadec-9-ene-1,18-diol + coenzyme A + 2 NADP+",18-hydroxyoleoyl-CoA,"(9Z)-octadec-9-ene-1,18-diol",C39H64N7O18P3S,1047.355438637,C18H36O2,284.2715303998,-763.0839,-C21-H28-N7-O16-P3-S
18-hydroxyoleoyl-CoA + sn-glycerol 3-phosphate  ->  1-(18-hydroxyoleoyl)-sn-glycrol 3-phosphate + coenzyme A,18-hydroxyoleoyl-CoA,1-(18-hydroxyoleoyl)-sn-glycrol 3-phosphate,C39H64N7O18P3S,1047.355438637,C21H39O8P,452.2539048029,-595.1015,-C18-H25-N7-O10-P2-S
18-hydroxystearate + coenzyme A + ATP  ->  18-hydroxystearoyl-CoA + AMP + diphosphate,18-hydroxystearate,18-hydroxystearoyl-CoA,C18H35O3,300.2664450219,C39H66N7O18P3S,1049.3710887011998,749.1046,C21H31N7O15P3S
"18-hydroxystearoyl-CoA + 2 NADPH + 2 H+  ->  1,18-octadecane-diol + coenzyme A + 2 NADP+",18-hydroxystearoyl-CoA,"1,18-octadecane-diol",C39H66N7O18P3S,1049.3710887011998,C18H38O2,286.287180464,-763.0839,-C21-H28-N7-O16-P3-S
"19E-geissoschizine + NADP+  <-  4,21-dehydrogeissoschizine + NADPH","4,21-dehydrogeissoschizine",19E-geissoschizine,C21H23N2O3,352.1786926471,C21H24N2O3,352.1786926471,0.0,H
1D-1-O-(indol-3-yl)acetyl-myo-inositol + H2O  ->  (indol-3-yl)acetate + myo-inositol + H+,1D-1-O-(indol-3-yl)acetyl-myo-inositol,(indol-3-yl)acetate,C16H19NO7,337.1161519698,C10H8NO2,175.0633285383,-162.0528,-C6-H11-O5
"1D-myo-inositol (1,2,3,4,6)-pentakisphosphate + ATP  ->  phytate + ADP + H+","1D-myo-inositol (1,2,3,4,6)-pentakisphosphate",phytate,C6H7O21P5,579.8950401597999,C6H6O24P6,659.8613705682,79.9663,-HO3P
1D-myo-inositol 1-monophosphate + H2O  ->  myo-inositol + phosphate,1D-myo-inositol 1-monophosphate,myo-inositol,C6H11O9P,260.0297185262,C6H12O6,180.0633881178,-79.9663,H-O3-P
1D-myo-inositol 2-phosphate + H2O  ->  myo-inositol + phosphate,1D-myo-inositol 2-phosphate,myo-inositol,C6H11O9P,260.0297185262,C6H12O6,180.0633881178,-79.9663,H-O3-P
1D-myo-inositol 3-monophosphate + H2O  ->  myo-inositol + phosphate,1D-myo-inositol 3-monophosphate,myo-inositol,C6H11O9P,260.0297185262,C6H12O6,180.0633881178,-79.9663,H-O3-P
2'-deoxyadenosine + ATP  ->  dAMP + ADP + H+,2'-deoxyadenosine,dAMP,C10H13N5O3,251.1018393096,C10H12N5O6P,331.068169718,79.9663,-HO3P
2'-deoxycytidine + a nucleoside triphosphate  ->  dCMP + a nucleoside diphosphate + H+,2'-deoxycytidine,dCMP,C9H13N3O4,227.0906059213,C9H12N3O7P,307.05693632969997,79.9663,-HO3P
2'-deoxycytidine + H+ + H2O  ->  2'-deoxyuridine + ammonium,2'-deoxycytidine,2'-deoxyuridine,C9H13N3O4,227.0906059213,C9H12N2O5,228.0746215061,0.984,-H-NO
2'-deoxyguanosine + ATP  ->  dGMP + ADP + H+,2'-deoxyguanosine,dGMP,C10H13N5O4,267.0967539317,C10H12N5O7P,347.0630843401,79.9663,-HO3P
2'-deoxymugineate + 2-oxoglutarate + dioxygen  ->  3-epihydroxy-2'-deoxymugineate + succinate + CO2 + H+,2'-deoxymugineate,3-epihydroxy-2'-deoxymugineate,C12H19N2O7,304.1270510071,C12H18N2O8,320.1219656292,15.9949,-HO
2'-deoxymugineate + 2-oxoglutarate + dioxygen  ->  mugineate + succinate + CO2 + H+,2'-deoxymugineate,mugineate,C12H19N2O7,304.1270510071,C12H18N2O8,320.1219656292,15.9949,-HO
2'-deoxymugineate + NAD(P)+  <-  3''-deamino-3''-oxonicotianamine + NAD(P)H + H+,3''-deamino-3''-oxonicotianamine,2'-deoxymugineate,C12H17N2O7,302.1114009429,C12H19N2O7,304.1270510071,2.0157,H2
2'-deoxyuridine + ATP  ->  dUMP + ADP + H+,2'-deoxyuridine,dUMP,C9H12N2O5,228.0746215061,C9H11N2O8P,308.0409519145,79.9663,-HO3P
"2'-hydroxygenistein + prenyl diphosphate  ->  2,3-dehydrokievitone + diphosphate",2'-hydroxygenistein,"2,3-dehydrokievitone",C15H9O6,286.04773805359997,C20H17O6,354.1103383104,68.0626,C5H8
2'-hydroxygenistein + prenyl diphosphate  ->  luteone + diphosphate,2'-hydroxygenistein,luteone,C15H9O6,286.04773805359997,C20H17O6,354.1103383104,68.0626,C5H8
"2,3',4,6-tetrahydroxybenzophenone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  1,3,5-trihydroxyxanthone + oxidized [NADPH-hemoprotein reductase] + 2 H2O + H+","2,3',4,6-tetrahydroxybenzophenone","1,3,5-trihydroxyxanthone",C13H10O5,246.05282343149997,C13H7O5,244.0371733673,-2.0157,-H3
"2,3',4,6-tetrahydroxybenzophenone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  1,3,7-trihydroxyxanthone + oxidized [NADPH-hemoprotein reductase] + 2 H2O + H+","2,3',4,6-tetrahydroxybenzophenone","1,3,7-trihydroxyxanthone",C13H10O5,246.05282343149997,C13H7O5,244.0371733673,-2.0157,-H3
"2,4,6-trihydroxybenzophenone + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2,3',4,6-tetrahydroxybenzophenone + oxidized [NADPH-hemoprotein reductase] + H2O","2,4,6-trihydroxybenzophenone","2,3',4,6-tetrahydroxybenzophenone",C13H10O4,230.0579088094,C13H10O5,246.05282343149997,15.9949,O
"2,4-di(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose + (2S)-2-methylbutanoyl-CoA  ->  2,4,6-tri(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose + coenzyme A","2,4-di(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose","2,4,6-tri(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose",C28H48O14,608.3044062502,C33H56O15,692.3619211291,84.0575,C5H8O
"2,4-di(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose + isobutanoyl-CoA  ->  2,4-di(2-methyl)butanoyl-3-(4-methyl)pentanoyl-6-isobutanoyl-sucrose + coenzyme A","2,4-di(2-methyl)butanoyl-3-(4-methyl)pentanoyl-sucrose","2,4-di(2-methyl)butanoyl-3-(4-methyl)pentanoyl-6-isobutanoyl-sucrose",C28H48O14,608.3044062502,C32H54O15,678.3462710649,70.0419,C4H6O
"2,4-di(2-methyl)butanoyl-3-(5-methyl)hexanoyl-sucrose + (2S)-2-methylbutanoyl-CoA  ->  2,4,6-tri(2-methyl)butanoyl-3-(5-methyl)hexanoyl-sucrose + coenzyme A","2,4-di(2-methyl)butanoyl-3-(5-methyl)hexanoyl-sucrose","2,4,6-tri(2-methyl)butanoyl-3-(5-methyl)hexanoyl-sucrose",C29H50O14,622.3200563144,C34H58O15,706.3775711933,84.0575,C5H8O
"2,4-di(2-methyl)butanoyl-3-(5-methyl)hexanoyl-sucrose + isobutanoyl-CoA  ->  2,4-di(2-methyl)butanoyl-3-(5-methyl)hexanoyl-6-isobutanoyl-sucrose + coenzyme A","2,4-di(2-methyl)butanoyl-3-(5-methyl)hexanoyl-sucrose","2,4-di(2-methyl)butanoyl-3-(5-methyl)hexanoyl-6-isobutanoyl-sucrose",C29H50O14,622.3200563144,C33H56O15,692.3619211291,70.0419,C4H6O
"2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-sucrose + (2S)-2-methylbutanoyl-CoA  ->  2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-6-(2-methyl)butanoyl-sucrose + coenzyme A","2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-sucrose","2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-6-(2-methyl)butanoyl-sucrose",C30H52O14,636.3357063786,C35H60O15,720.3932212575,84.0575,C5H8O
"2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-sucrose + isobutanoyl-CoA  ->  2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-6-isobutanoyl-sucrose + coenzyme A","2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-sucrose","2,4-di(2-methyl)butanoyl-3-(6-methyl)heptanoyl-6-isobutanoyl-sucrose",C30H52O14,636.3357063786,C34H58O15,706.3775711933,70.0419,C4H6O
"2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + H+ + H2O  ->  5-amino-6-(5-phospho-D-ribosylamino)uracil + ammonium","2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",5-amino-6-(5-phospho-D-ribosylamino)uracil,C9H14N5O8P,353.07364902639995,C9H13N4O9P,354.0576646112,0.984,-H-NO
2-(cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (R)-dihydrocamalexate + hydrogen cyanide + oxidized [NADPH-hemoprotein reductase] + 2 H2O + H+,2-(cystein-S-yl)-2-(1H-indol-3-yl)-acetonitrile,(R)-dihydrocamalexate,C13H13N3O2S,275.0728473671,C12H9N2O2S,246.0462982656,-29.0265,-C-H4-N
2-amino-4-carboxypyrimidine + L-serine + H+  ->  lathyrine + CO2 + H2O,2-amino-4-carboxypyrimidine,lathyrine,C5H4N3O2,139.0381764203,C7H10N4O2,182.080375586,43.0422,C2H6N
2-butyl-4-hydroxy-5-methyl-3(2H)-furanone + NADP+  <-  (2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone + NADPH + H+,(2E)-2-butylidene-4-hydroxy-5-methyl-3(2H)-furanone,2-butyl-4-hydroxy-5-methyl-3(2H)-furanone,C9H12O3,168.0786442515,C9H14O3,170.0942943157,2.0157,H2
2-C-methyl-D-erythritol 4-phosphate + CTP + H+  ->  4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + diphosphate,2-C-methyl-D-erythritol 4-phosphate,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,C5H11O7P,216.039889282,C14H23N3O14P2,521.0811755474999,305.0413,C9H12N3O7P
2-C-methyl-D-erythritol 4-phosphate + NADP+  <-->  1-deoxy-D-xylulose 5-phosphate + NADPH + H+,2-C-methyl-D-erythritol 4-phosphate,1-deoxy-D-xylulose 5-phosphate,C5H11O7P,216.039889282,C5H9O7P,214.0242392178,-2.0157,-H2
"2-carboxy-1,4-naphthoquinone + phytyl diphosphate + H+  ->  demethylphylloquinone + CO2 + diphosphate","2-carboxy-1,4-naphthoquinone",demethylphylloquinone,C11H5O4,202.026608681,C30H44O2,436.3341306566,234.3075,C19H39-O2
"2-cis,4-trans-xanthoxin + NAD+  ->  (+)-cis-abscisic aldehyde + NADH + H+","2-cis,4-trans-xanthoxin",(+)-cis-abscisic aldehyde,C15H22O3,250.1568945725,C15H20O3,248.1412445083,-2.0157,-H2
2-cis-abscisate + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  8'-hydroxyabscisate + oxidized [NADPH-hemoprotein reductase] + H2O,2-cis-abscisate,8'-hydroxyabscisate,C15H19O4,264.1361591304,C15H19O5,280.1310737525,15.9949,O
2-hydroxy-2-(1H-indol-3-yl)acetonitrile + dioxygen  ->  indole-3-carbonyl nitrile + hydrogen peroxide,2-hydroxy-2-(1H-indol-3-yl)acetonitrile,indole-3-carbonyl nitrile,C10H8N2O,172.06366288930002,C10H6N2O,170.0480128251,-2.0157,-H2
2-hydroxy-2-methylbutanenitrile + UDP-alpha-D-glucose  ->  lotaustralin + UDP + H+,2-hydroxy-2-methylbutanenitrile,lotaustralin,C5H9NO,99.0684139162,C11H19NO6,261.1212373477,162.0528,C6H10O5
"2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H2O  ->  1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + phosphate",2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate,"1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one",C6H8O6PS,242.0013952857,C6H9O3S,162.03506487730002,-79.9663,H-O3-P
2-iminosuccinate + glycerone phosphate  ->  quinolinate + phosphate + 2 H2O,2-iminosuccinate,quinolinate,C4H3NO4,131.0218576541,C7H3NO4,167.0218576541,36.0,C3
"2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + plastoquinol-9 + H+","2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol",S-adenosyl-L-homocysteine,C52H80O2,736.6158318122,C14H20N6O5S,384.1215884737,-352.4942,-C38-H60N6O3S
"2-methyl-6-geranylgeranyl-1,4-benzoquinol + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + 2,3-dimethyl-6-geranylgeranyl-1,4-benzoquinol + H+","2-methyl-6-geranylgeranyl-1,4-benzoquinol",S-adenosyl-L-homocysteine,C27H40O2,396.3028305282,C14H20N6O5S,384.1215884737,-12.1812,-C13-H20N6O3S
"2-methyl-6-phytyl-1,4-benzoquinol + S-adenosyl-L-methionine  ->  2,3-dimethyl-6-phytyl-1,4-benzoquinol + S-adenosyl-L-homocysteine + H+","2-methyl-6-phytyl-1,4-benzoquinol","2,3-dimethyl-6-phytyl-1,4-benzoquinol",C27H46O2,402.3497807208,C28H48O2,416.365430785,14.0157,CH2
2-methylpropanenitrile + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  2-hydroxy-2-methylpropanenitrile + oxidized [NADPH-hemoprotein reductase] + H2O,2-methylpropanenitrile,2-hydroxy-2-methylpropanenitrile,C4H7N,69.0578492299,C4H7NO,85.052763852,15.9949,O
2-naphthol glucoside + malonyl-CoA  ->  2-naphthol 6'-O-malonylglucoside + coenzyme A,2-naphthol glucoside,2-naphthol 6'-O-malonylglucoside,C16H18O6,306.1103383104,C19H19O9,392.1107322409,86.0004,C3HO3
2-oxo-3-sulfanylpropanoate + reduced thioredoxin  ->  pyruvate + hydrogen sulfide + oxidized thioredoxin,2-oxo-3-sulfanylpropanoate,pyruvate,C3H3O3S,119.9881146847,C3H3O3,88.0160439947,-31.9721,-S
2-oxoglutarate + (S)-atropine + dioxygen  ->  CO2 + succinate + (6S)-hydroxyhyoscyamine,2-oxoglutarate,CO2,C5H4O5,146.0215233031,CO2,43.9898292442,-102.0317,-C4-H4-O3
2-oxoglutarate + glycine  <-->  L-glutamate + glyoxylate,2-oxoglutarate,L-glutamate,C5H4O5,146.0215233031,C5H8NO4,147.0531577825,1.0316,H4N-O
2-oxosuccinamate + H2O  ->  oxaloacetate + ammonium,2-oxosuccinamate,oxaloacetate,C4H4NO4,131.0218576541,C4H2O5,132.0058732389,0.984,-H2-NO
2-phenylethanol + NAD+  <-->  phenylacetaldehyde + NADH + H+,2-phenylethanol,phenylacetaldehyde,C8H10O,122.0731649431,C8H8O,120.0575148789,-2.0157,-H2
"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol  ->  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP",2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,"2-C-methyl-D-erythritol-2,4-cyclodiphosphate",C14H22N3O17P3,601.0475059559001,C5H10O9P2,277.9956550041,-323.0519,-C9-H12-N3-O8-P
2-phosphoglycolate + H2O  ->  glycolate + phosphate,2-phosphoglycolate,glycolate,C2H2O6P,155.9823744031,C2H3O3,76.0160439947,-79.9663,H-O3-P
2-pyrazoline + an oxidized electron carrier  ->  pyrazole + a reduced two electron carrier,2-pyrazoline,pyrazole,C3H6N2,70.053098203,C3H4N2,68.0374481388,-2.0157,-H2
2-succinylbenzoate + coenzyme A + ATP  ->  4-(2'-carboxyphenyl)-4-oxobutyryl-CoA + AMP + diphosphate,2-succinylbenzoate,4-(2'-carboxyphenyl)-4-oxobutyryl-CoA,C11H8O5,222.05282343149997,C32H39N7O20P3S,971.1574671108,749.1046,C21H31N7O15P3S
2-[(2'-methylsulfanyl)butyl]maleate + H2O  <-->  3-[(4'-methylsulfanyl)butyl]malate,2-[(2'-methylsulfanyl)butyl]maleate,3-[(4'-methylsulfanyl)butyl]malate,C9H12O4S,218.0612796278,C9H14O5S,236.0718443141,18.0106,H2O
2-[(2'-methylsulfanyl)heptyl]maleate + H2O  <-->  3-[(7'-methylsulfanyl)heptyl]malate,2-[(2'-methylsulfanyl)heptyl]maleate,3-[(7'-methylsulfanyl)heptyl]malate,C12H18O4S,260.10822982039997,C12H20O5S,278.1187945067,18.0106,H2O
2-[(2'-methylsulfanyl)hexyl]maleate + H2O  <-->  3-[(6'-methylsulfanyl)hexyl]malate,2-[(2'-methylsulfanyl)hexyl]maleate,3-[(6'-methylsulfanyl)hexyl]malate,C11H16O4S,246.0925797562,C11H18O5S,264.1031444425,18.0106,H2O
2-[(2'-methylsulfanyl)pentyl]maleate + H2O  <-->  3-[(5'-methylsulfanyl)pentyl]malate,2-[(2'-methylsulfanyl)pentyl]maleate,3-[(5'-methylsulfanyl)pentyl]malate,C10H14O4S,232.076929692,C10H16O5S,250.0874943783,18.0106,H2O
2-[(2'-methylsulfanyl)propyl]maleate + H2O  ->  3-[(3'-methylsulfanyl)propyl]malate,2-[(2'-methylsulfanyl)propyl]maleate,3-[(3'-methylsulfanyl)propyl]malate,C8H10O4S,204.0456295636,C8H12O5S,222.0561942499,18.0106,H2O
2-[(3'-methylsulfanyl)propyl]malate  ->  2-[(2'-methylsulfanyl)propyl]maleate + H2O,2-[(3'-methylsulfanyl)propyl]malate,2-[(2'-methylsulfanyl)propyl]maleate,C8H12O5S,222.0561942499,C8H10O4S,204.0456295636,-18.0106,-H2-O
2-[(3'-methylsulfanyl)propyl]malate  ->  3-[(3'-methylsulfanyl)propyl]malate,2-[(3'-methylsulfanyl)propyl]malate,3-[(3'-methylsulfanyl)propyl]malate,C8H12O5S,222.0561942499,C8H12O5S,222.0561942499,0.0,No difference
2-[(4'-methylsulfanyl)butyl]malate  ->  3-[(4'-methylsulfanyl)butyl]malate,2-[(4'-methylsulfanyl)butyl]malate,3-[(4'-methylsulfanyl)butyl]malate,C9H14O5S,236.0718443141,C9H14O5S,236.0718443141,0.0,No difference
2-[(5'-methylsulfanyl)pentyl]malate  ->  3-[(5'-methylsulfanyl)pentyl]malate,2-[(5'-methylsulfanyl)pentyl]malate,3-[(5'-methylsulfanyl)pentyl]malate,C10H16O5S,250.0874943783,C10H16O5S,250.0874943783,0.0,No difference
2-[(6'-methylsulfanyl)hexyl]malate  ->  3-[(6'-methylsulfanyl)hexyl]malate,2-[(6'-methylsulfanyl)hexyl]malate,3-[(6'-methylsulfanyl)hexyl]malate,C11H18O5S,264.1031444425,C11H18O5S,264.1031444425,0.0,No difference
2-[(7'-methylsulfanyl)heptyl]malate  ->  3-[(7'-methylsulfanyl)heptyl]malate,2-[(7'-methylsulfanyl)heptyl]malate,3-[(7'-methylsulfanyl)heptyl]malate,C12H20O5S,278.1187945067,C12H20O5S,278.1187945067,0.0,No difference
