Reaction Object ID,Reaction-List,Reactants of reaction,Reactants-Object ID,Reactants-Chemical Formula,Reactants-Monoisotopic-Molecular-Weight,Products of reaction,Products-Object ID,Products-Chemical Formula,Products-Monoisotopic-Molecular-Weight
RXN-20439,"4alpha-methyl-5alpha-cholesta-8-en-3-ol + NADP+  <-  4alpha-methyl-cholesta-8,14-dienol + NADPH + H+","4&alpha;-methyl-cholesta-8,14-dienol // NADPH // H<SUP>+</SUP>",CPD-4183 // NADPH // PROTON,C28H46O // C21H26N7O17P3 // H,398.3548660987d0 // 745.0911021051d0 // 1.0078250321d0,4&alpha;-methyl-5&alpha;-cholesta-8-en-3-ol // NADP<sup>+</sup>,CPD-4184 // NADP,C28H48O // C21H25N7O17P3,400.3705161629d0 // 745.0911021051d0
RXN-13709,4-methylsterol monooxygenase,4&alpha;-methyl-zymosterol // dioxygen // a ferrocytochrome <i>b<SUB>5</SUB></i> // H<SUP>+</SUP>,4-METHYL-824-CHOLESTADIENOL // OXYGEN-MOLECULE // FERROCYTOCHROME-B5 // PROTON,C28H46O // O2 //  // H,398.3548660987d0 // 31.9898292442d0 // 1.0078250321d0,"4&alpha;-carboxy-5&alpha;-cholesta-8,24-dien-3&beta;-ol // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O",CPD-4702 // FERRICYTOCHROME-B5 // WATER,C28H43O3 //  // H2O,428.3290452787d0 // 18.0105646863d0
RXN66-314,4alpha-methyl-zymosterol + NADP+  <-  3-dehydro-4-methylzymosterol + NADPH + H+,H<SUP>+</SUP> // 3-dehydro-4-methylzymosterol // NADPH,PROTON // CPD-4578 // NADPH,H // C28H44O // C21H26N7O17P3,1.0078250321d0 // 396.3392160345d0 // 745.0911021051d0,4&alpha;-methyl-zymosterol // NADP<sup>+</sup>,4-METHYL-824-CHOLESTADIENOL // NADP,C28H46O // C21H25N7O17P3,398.3548660987d0 // 745.0911021051d0
RXN-11878,"4alpha-methyl-zymosterol + NADP+  <-  4alpha-methyl-5alpha-cholesta-8,14,24-trien-3beta-ol + NADPH + H+","4&alpha;-methyl-5&alpha;-cholesta-8,14,24-trien-3&beta;-ol // NADPH // H<SUP>+</SUP>",CPD-12853 // NADPH // PROTON,C28H44O // C21H26N7O17P3 // H,396.3392160345d0 // 745.0911021051d0 // 1.0078250321d0,4&alpha;-methyl-zymosterol // NADP<sup>+</sup>,4-METHYL-824-CHOLESTADIENOL // NADP,C28H46O // C21H25N7O17P3,398.3548660987d0 // 745.0911021051d0
RXN-4144,"4&alpha;-methyl-5&alpha;-ergosta-8,14,24(28)-trien-3&beta;-ol &Delta;<sup>14</sup> reductase","4&alpha;-methyl-5&alpha;-ergosta-8,14,24(28)-trien-3&beta;-ol // NADPH // H<SUP>+</SUP>",ALPHA-METHYL-5-ALPHA-ERGOSTA // NADPH // PROTON,C29H46O // C21H26N7O17P3 // H,410.3548660987d0 // 745.0911021051d0 // 1.0078250321d0,4&alpha;-methylfecosterol // NADP<sup>+</sup>,CPD-4081 // NADP,C29H48O // C21H25N7O17P3,412.3705161629d0 // 745.0911021051d0
RXN-24302,"4beta,20-epoxy-5alpha-hydroxy-tax-11(12)-ene  ->  oxo-taxadiene-4alpha-ol","4&beta;,20-epoxy-5&alpha;-hydroxy-tax-11(12)-ene",CPD-26891,C20H32O2,304.2402302714d0,oxo-taxadiene-4&alpha;-ol,CPD-26892,C20H32O2,304.2402302714d0
RXN-20411,"4beta-carboxycyclolaudenol + H+  ->  4alpha, 14alpha-dimethyl ergosta-8,25(27)-dienol + CO2",4&beta;-carboxycyclolaudenol // H<SUP>+</SUP>,CPD-22098 // PROTON,C31H49O3 // H,470.3759954713d0 // 1.0078250321d0,"4&alpha;, 14&alpha;-dimethyl ergosta-8,25(27)-dienol // CO<SUB>2</SUB>",CPD-14889 // CARBON-DIOXIDE,C30H50O // CO2,426.3861662271d0 // 43.989829244199996d0
RXN-11,"5 malonyl-CoA + 5 H+  ->  5,7-dihydroxy-2-methylchromone + 5 coenzyme A + 5 CO2 + H2O",H<SUP>+</SUP> // malonyl-CoA,PROTON // MALONYL-COA,H // C24H33N7O19P3S,1.0078250321d0 // 853.1156022961001d0,"5,7-dihydroxy-2-methylchromone // coenzyme A // CO<SUB>2</SUB> // H<sub>2</sub>O",CPD-0 // CO-A // CARBON-DIOXIDE // WATER,C10H8O4 // C21H32N7O16P3S // CO2 // H2O,192.0422587452d0 // 767.1152083656d0 // 43.989829244199996d0 // 18.0105646863d0
RXN-15493,5'-demethoxy-6-methoxypodophyllotoxin glucosyltransferase,5'-demethoxy-6-methoxypodophyllotoxin // UDP-&alpha;-D-glucose,CPD-16749 // CPD-12575,C22H22O8 // C15H22N2O17P2,414.131467683d0 // 566.0550203765d0,5'-demethoxy-6-methoxypodophyllotoxin 7-glucoside // UDP // H<SUP>+</SUP>,CPD-16748 // UDP // PROTON,C28H32O13 // C9H11N2O12P2 // H,576.1842911145d0 // 404.002196945d0 // 1.0078250321d0
RXN-9064,5'-hydroxy-rot-2'-enonate + an oxidized electron carrier + H+  ->  amorphigenin + a reduced two electron carrier,5'-hydroxy-rot-2'-enonate // an oxidized electron carrier // H<SUP>+</SUP>,CPD-9536 // Acceptor // PROTON,C23H23O7 //  // H,412.15220312509996d0 // 1.0078250321d0,amorphigenin // a reduced two electron carrier,CPD-9544 // Donor-H2,C23H22O7 // ,410.1365530609d0
AICARSYN-RXN,5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole  ->  fumarate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole,P-RIBOSYL-4-SUCCCARB-AMINOIMIDAZOLE,C13H15N4O12P,454.0737086059d0,fumarate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,FUM // AICAR,C4H2O4 // C9H13N4O8P,116.0109586168d0 // 338.0627499891d0
RXN-11211,"5,6-dihydrothymine + H2O  <-->  3-(carbamoylamino)-2-methylpropanoate + H+","5,6-dihydrothymine // H<sub>2</sub>O",DIHYDRO-THYMINE // WATER,C5H8N2O2 // H2O,128.0585775114d0 // 18.0105646863d0,3-(carbamoylamino)-2-methylpropanoate // H<SUP>+</SUP>,3-UREIDO-ISOBUTYRATE // PROTON,C5H9N2O3 // H,146.0691421977d0 // 1.0078250321d0
RXN-11209,"5,6-dihydrothymine + NADP+  <-->  thymine + NADPH + H+","5,6-dihydrothymine // NADP<sup>+</sup>",DIHYDRO-THYMINE // NADP,C5H8N2O2 // C21H25N7O17P3,128.0585775114d0 // 745.0911021051d0,thymine // NADPH // H<SUP>+</SUP>,THYMINE // NADPH // PROTON,C5H6N2O2 // C21H26N7O17P3 // H,126.04292744719999d0 // 745.0911021051d0 // 1.0078250321d0
DIHYDROPYRIMIDINASE-RXN,"5,6-dihydrouracil + H2O  <-->  3-ureidopropanoate + H+","H<sub>2</sub>O // 5,6-dihydrouracil",WATER // DI-H-URACIL,H2O // C4H6N2O2,18.0105646863d0 // 114.0429274472d0,H<SUP>+</SUP> // 3-ureidopropanoate,PROTON // 3-UREIDO-PROPIONATE,H // C4H7N2O3,1.0078250321d0 // 132.0534921335d0
1.3.1.2-RXN,"5,6-dihydrouracil + NADP+  <-->  uracil + NADPH + H+","NADP<sup>+</sup> // 5,6-dihydrouracil",NADP // DI-H-URACIL,C21H25N7O17P3 // C4H6N2O2,745.0911021051d0 // 114.0429274472d0,H<SUP>+</SUP> // NADPH // uracil,PROTON // NADPH // URACIL,H // C21H26N7O17P3 // C4H4N2O2,1.0078250321d0 // 745.0911021051d0 // 112.027277383d0
R82-RXN,"5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate  ->  2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate + H+","5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate",CPD-8999,C6H9O6PS,242.0013952857d0,H<SUP>+</SUP> // 2-hydroxy-5-(methylsulfanyl)-3-oxopent-1-enyl 1-phosphate,PROTON // 2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP,H // C6H8O6PS,1.0078250321d0 // 242.0013952857d0
RXN-2205,5-(methylsulfanyl)-2-oxopentanoate + a proteinogenic amino acid  <-->  L-homomethionine + a 2-oxo carboxylate,5-(methylsulfanyl)-2-oxopentanoate // a proteinogenic amino acid,2-OXO-5-METHYLTHIOPENTANOIC-ACID // Amino-Acids-20,C6H9O3S // ,162.03506487730002d0,L-homomethionine // a 2-oxo carboxylate,HOMOMETHIONINE // 2-Oxo-carboxylates,C6H13NO2S // ,163.0666993567d0
RXNQT-4163,5-(methylsulfanyl)-2-oxopentanoate + acetyl-CoA + H2O  ->  2-[(3'-methylsulfanyl)propyl]malate + coenzyme A + H+,5-(methylsulfanyl)-2-oxopentanoate // acetyl-CoA // H<sub>2</sub>O,2-OXO-5-METHYLTHIOPENTANOIC-ACID // ACETYL-COA // WATER,C6H9O3S // C23H34N7O17P3S // H2O,162.03506487730002d0 // 809.1257730519d0 // 18.0105646863d0,H<SUP>+</SUP> // 2-[(3'-methylsulfanyl)propyl]malate // coenzyme A,PROTON // CPDQT-31 // CO-A,H // C8H12O5S // C21H32N7O16P3S,1.0078250321d0 // 222.05619424990002d0 // 767.1152083656d0
5-METHYLTHIORIBOSE-KINASE-RXN,5-(methylsulfanyl)-D-ribose + ATP  ->  ADP + S-methyl-5-thio-alpha-D-ribose 1-phosphate + H+,5-(methylsulfanyl)-D-ribose // ATP,CPD-560 // ATP,C6H12O4S // C10H12N5O13P3,180.04562956360002d0 // 506.99574515689994d0,H<SUP>+</SUP> // ADP // <i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate,PROTON // ADP // CPD-444,H // C10H12N5O10P2 // C6H11O7PS,1.0078250321d0 // 427.0294147485d0 // 260.011959972d0
RXNQT-4330,"5-(methylsulfanyl)pentyl-desulfoglucosinolate + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + glucoberteroin + H+",5-(methylsulfanyl)pentyl-desulfoglucosinolate // 3'-phosphoadenylyl-sulfate,CPDQT-285 // PAPS,C13H25NO6S2 // C10H11N5O13P2S,355.1123289203d0 // 506.9862293048d0,"adenosine 3',5'-bisphosphate // H<SUP>+</SUP> // glucoberteroin",3-5-ADP // PROTON // CPDQT-286,C10H11N5O10P2 // H // C13H24NO9S3,427.0294147485d0 // 1.0078250321d0 // 435.06914347660006d0
PYRIMSYN1-RXN,5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + S-adenosyl-L-methionine  ->  4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine + 5'-deoxyadenosine + L-methionine + formate + carbon monoxide + 3 H+,<i>S</i>-adenosyl-L-methionine // 5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole,S-ADENOSYLMETHIONINE // 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE,C15H23N6O5S // C8H13N3O7P,400.1528886021d0 // 295.05693632969997d0,4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine // 5'-deoxyadenosine // L-methionine // formate // carbon monoxide // H<SUP>+</SUP>,AMINO-HYDROXYMETHYL-METHYL-PYR-P // CH33ADO // MET // FORMATE // CARBON-MONOXIDE // PROTON,C6H8N3O4P // C10H13N5O3 // C5H11NO2S // CHO2 // Co // H,219.040892335d0 // 251.1018393096d0 // 149.0510492925d0 // 46.0054793084d0 // 29.0027396542d0 // 1.0078250321d0
AIRCARBOXY-RXN,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + 2 H+ + 2 H+  <-->  5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2,H<SUP>+</SUP> // H<SUP>+</SUP> // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,PROTON // PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE,H // C9H11N3O9P,1.0078250321d0 // 339.0467655739d0,5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole // CO<SUB>2</SUB>,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE // CARBON-DIOXIDE,C8H13N3O7P // CO2,295.05693632969997d0 // 43.989829244199996d0
RXN-6861,5-amino-2-oxopentanoate  ->  1-pyrroline-2-carboxylate + H2O + H+,5-amino-2-oxopentanoate,5-AMINO-2-OXOPENTANOATE,C5H9NO3,131.0582431604d0,1-pyrroline-2-carboxylate // H<sub>2</sub>O // H<SUP>+</SUP>,DELTA1-PYRROLINE_2-CARBOXYLATE // WATER // PROTON,C5H6NO2 // H2O // H,113.0476784741d0 // 18.0105646863d0 // 1.0078250321d0
RIBOPHOSPHAT-RXN,5-amino-6-(5-phospho-D-ribitylamino)uracil + H2O  ->  5-amino-6-(D-ribitylamino)uracil + phosphate,5-amino-6-(5-phospho-D-ribitylamino)uracil // H<sub>2</sub>O,CPD-1086 // WATER,C9H15N4O9P // H2O,356.0733146754d0 // 18.0105646863d0,5-amino-6-(D-ribitylamino)uracil // phosphate,AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE // Pi,C9H16N4O6 // HO4P,276.106984267d0 // 97.9768950947d0
RIBOFLAVINSYNREDUC-RXN,5-amino-6-(5-phospho-D-ribitylamino)uracil + NADP+  <-  5-amino-6-(5-phospho-D-ribosylamino)uracil + NADPH + H+,5-amino-6-(5-phospho-D-ribosylamino)uracil // NADPH // H<SUP>+</SUP>,CPD-602 // NADPH // PROTON,C9H13N4O9P // C21H26N7O17P3 // H,354.0576646112d0 // 745.0911021051d0 // 1.0078250321d0,5-amino-6-(5-phospho-D-ribitylamino)uracil // NADP<sup>+</sup>,CPD-1086 // NADP,C9H15N4O9P // C21H25N7O17P3,356.0733146754d0 // 745.0911021051d0
LUMAZINESYN-RXN,"5-amino-6-(D-ribitylamino)uracil + 1-deoxy-L-glycero-tetrulose 4-phosphate  ->  6,7-dimethyl-8-(1-D-ribityl)lumazine + phosphate + H+ + 2 H2O",5-amino-6-(D-ribitylamino)uracil // 1-deoxy-L-glycero-tetrulose 4-phosphate,AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE // DIHYDROXY-BUTANONE-P,C9H16N4O6 // C4H7O6P,276.106984267d0 // 184.01367453150002d0,"H<SUP>+</SUP> // 6,7-dimethyl-8-(1-D-ribityl)lumazine // phosphate // H<sub>2</sub>O",PROTON // DIMETHYL-D-RIBITYL-LUMAZINE // Pi // WATER,H // C13H17N4O6 // HO4P // H2O,1.0078250321d0 // 326.1226343312d0 // 97.9768950947d0 // 18.0105646863d0
PWY-6121,5-aminoimidazole ribonucleotide biosynthesis I,,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0).",,,,"In SUBSEQ, `end' (3) is beyond the end of the sequence (0)."
RXN0-7318,5-aminopentanal + NAD+ + H2O  ->  5-aminopentanoate + NADH + 2 H+,5-aminopentanal // NAD<sup>+</sup> // H<sub>2</sub>O,CPD-12763 // NAD // WATER,C5H12NO // C21H26N7O14P2 // H2O,101.0840639804d0 // 665.1247716966999d0 // 18.0105646863d0,5-aminopentanoate // NADH // H<SUP>+</SUP>,5-AMINOPENTANOATE // NADH // PROTON,C5H11NO2 // C21H27N7O14P2 // H,117.0789786025d0 // 665.1247716966999d0 // 1.0078250321d0
VAGL-RXN,5-aminopentanoate + 2-oxoglutarate  <-->  L-glutamate + glutarate semialdehyde,5-aminopentanoate // 2-oxoglutarate,5-AMINOPENTANOATE // 2-KETOGLUTARATE,C5H11NO2 // C5H4O5,117.0789786025d0 // 146.0215233031d0,L-glutamate // glutarate semialdehyde,GLT // CPD-280,C5H8NO4 // C5H7O3,147.0531577825d0 // 116.0473441231d0
RXN-12109,5-dehydro-D-gluconate  ->  L-threo-tetruronate + glycolaldehyde,5-dehydro-D-gluconate,5-DEHYDROGLUCONATE,C6H9O7,194.0426526757d0,L-<i>threo</i>-tetruronate // glycolaldehyde,CPD-13061 // GLYCOLALDEHYDE,C4H5O5 // C2H4O2,134.0215233031d0 // 60.0211293726d0
CHORISMATE-SYNTHASE-RXN,5-enolpyruvoyl-shikimate 3-phosphate  ->  chorismate + phosphate,5-enolpyruvoyl-shikimate 3-phosphate,3-ENOLPYRUVYL-SHIKIMATE-5P,C10H9O10P,324.0246331483d0,phosphate // chorismate,Pi // CHORISMATE,HO4P // C10H8O6,"In SUBSEQ, `end' (3) is beyond the end of the sequence (2)."
RXN-9168,5-hydroxy-2-oxopentanoate  ->  2-oxopent-4-enoate + H2O,5-hydroxy-2-oxopentanoate,CPD-9727,C5H7O4,132.0422587452d0,2-oxopent-4-enoate // H<sub>2</sub>O,OXOPENTENOATE // WATER,C5H5O3 // H2O,114.0316940589d0 // 18.0105646863d0
RXN-1143,5-hydroxy-coniferaldehyde + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + sinapaldehyde + H+,<i>S</i>-adenosyl-L-methionine // 5-hydroxy-coniferaldehyde,S-ADENOSYLMETHIONINE // 5-HYDROXY-CONIFERALDEHYDE,C15H23N6O5S // C10H10O4,400.1528886021d0 // 194.05790880939998d0,H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // sinapaldehyde,PROTON // ADENOSYL-HOMO-CYS // SINAPALDEHYDE,H // C14H20N6O5S // C11H12O4,1.0078250321d0 // 384.1215884737d0 // 208.07355887359998d0
RXN-13527,5-hydroxy-&gamma;-coniceine reductase,5-hydroxy-&gamma;-coniceine // a reduced two electron carrier // H<SUP>+</SUP>,CPD-14516 // Donor-H2 // PROTON,C8H15NO //  // H,141.1153641088d0 // 1.0078250321d0,pseudo-conhydrine // an oxidized electron carrier,CPD-14514 // Acceptor,C8H18NO // ,143.131014173d0
RXN3DJ-170,5-hydroxy-L-tryptophan + H+  ->  serotonin + CO2,5-hydroxy-L-tryptophan // H<SUP>+</SUP>,5-HYDROXY-TRYPTOPHAN // PROTON,C11H12N2O3 // H,220.0847922619d0 // 1.0078250321d0,serotonin // CO<SUB>2</SUB>,SEROTONIN // CARBON-DIOXIDE,C10H13N2O // CO2,176.0949630177d0 // 43.989829244199996d0
RXN-3422,5-hydroxyferulate + S-adenosyl-L-methionine  ->  sinapate + S-adenosyl-L-homocysteine + H+,<i>S</i>-adenosyl-L-methionine // 5-hydroxyferulate,S-ADENOSYLMETHIONINE // 5-HYDROXY-FERULIC-ACID,C15H23N6O5S // C10H9O5,400.1528886021d0 // 210.05282343149997d0,H<SUP>+</SUP> // sinapate // <i>S</i>-adenosyl-L-homocysteine,PROTON // SINAPATE // ADENOSYL-HOMO-CYS,H // C11H11O5 // C14H20N6O5S,1.0078250321d0 // 224.0684734957d0 // 384.1215884737d0
RXN-14041,5-hydroxyxanthotoxin + S-adenosyl-L-methionine  ->  S-adenosyl-L-homocysteine + isopimpinellin + H+,<i>S</i>-adenosyl-L-methionine // 5-hydroxyxanthotoxin,S-ADENOSYLMETHIONINE // CPD-15055,C15H23N6O5S // C12H8O5,400.1528886021d0 // 232.0371733673d0,<i>S</i>-adenosyl-L-homocysteine // isopimpinellin // H<SUP>+</SUP>,ADENOSYL-HOMO-CYS // CPD-15049 // PROTON,C14H20N6O5S // C13H10O5 // H,384.1215884737d0 // 246.05282343149997d0 // 1.0078250321d0
RXN-3167,5-O-(indol-3-ylacetyl-myo-inositol) D-galactoside + H2O  ->  1D-1-O-(indol-3-yl)acetyl-myo-inositol + D-galactopyranose,5-O-(indol-3-ylacetyl-<i>myo</i>-inositol) D-galactoside // H<sub>2</sub>O,5-O-INDOL-3-YLACETYL-MYO-ETCETERA // WATER,C22H29NO12 // H2O,499.16897540130003d0 // 18.0105646863d0,1D-1-O-(indol-3-yl)acetyl-myo-inositol // D-galactopyranose,CPD-165 // D-galactopyranose,C16H19NO7 // C6H12O6,337.1161519698d0 // 180.0633881178d0
RXN-9266,5-O-caffeoylshikimate  ->  caffeate,5-<i>O</i>-caffeoylshikimate,CAFFEOYLSHIKIMATE,C16H15O8,336.0845174904d0,caffeate,CAFFEATE,C9H7O4,180.0422587452d0
RXN-16342,5-<i>O</i>-methylthujaplicatin <i>O</i>-methyltransferase,<i>S</i>-adenosyl-L-methionine // 5-<i>O</i>-methylthujaplicatin,S-ADENOSYLMETHIONINE // CPD-17593,C15H23N6O5S // C21H24O7,400.1528886021d0 // 388.15220312509996d0,"<i>O</i>4,<i>O</i>5--dimethylthujaplicatin // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>",CPD-17594 // ADENOSYL-HOMO-CYS // PROTON,C22H26O7 // C14H20N6O5S // H,402.1678531893d0 // 384.1215884737d0 // 1.0078250321d0
5-OXOPROLINASE-ATP-HYDROLYSING-RXN,5-oxo-L-proline + ATP + 2 H2O  ->  L-glutamate + ADP + phosphate + H+,5-oxo-L-proline // H<sub>2</sub>O // ATP,5-OXOPROLINE // WATER // ATP,C5H6NO3 // H2O // C10H12N5O13P3,129.0425930962d0 // 18.0105646863d0 // 506.99574515689994d0,H<SUP>+</SUP> // L-glutamate // phosphate // ADP,PROTON // GLT // Pi // ADP,H // C5H8NO4 // HO4P // C10H12N5O10P2,1.0078250321d0 // 147.0531577825d0 // 97.9768950947d0 // 427.0294147485d0
RXN-9619,5-pentadecatrienyl resorcinol + S-adenosyl-L-methionine  ->  5-pentadecatrienyl resorcinol-3-methyl ether + S-adenosyl-L-homocysteine + H+,<i>S</i>-adenosyl-L-methionine // 5-pentadecatrienyl resorcinol,S-ADENOSYLMETHIONINE // CPD-10256,C15H23N6O5S // C21H30O2,400.1528886021d0 // 314.2245802072d0,H<SUP>+</SUP> // 5-pentadecatrienyl resorcinol-3-methyl ether // <i>S</i>-adenosyl-L-homocysteine,PROTON // CPD-10257 // ADENOSYL-HOMO-CYS,H // C22H32O2 // C14H20N6O5S,1.0078250321d0 // 328.2402302714d0 // 384.1215884737d0
RXN-9620,5-pentadecatrienyl resorcinol-3-methyl ether + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  dihydrosorgoleone + oxidized [NADPH-hemoprotein reductase] + H2O,5-pentadecatrienyl resorcinol-3-methyl ether // dioxygen // a reduced [NADPH-hemoprotein reductase],CPD-10257 // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases,C22H32O2 // O2 // ,328.2402302714d0 // 31.9898292442d0,dihydrosorgoleone // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase],CPD-10258 // WATER // Ox-NADPH-Hemoprotein-Reductases,C22H32O3 // H2O // ,344.2351448935d0 // 18.0105646863d0
GLYRIBONUCSYN-RXN,5-phospho-beta-D-ribosylamine + ATP + glycine  ->  ADP + N1-(5-phospho-beta-D-ribosyl)glycinamide + phosphate + H+,5-phospho-&beta;-D-ribosylamine // ATP // glycine,5-P-BETA-D-RIBOSYL-AMINE // ATP // GLY,C5H11NO7P // C10H12N5O13P3 // C2H5NO2,229.0351382551d0 // 506.99574515689994d0 // 75.0320284099d0,H<SUP>+</SUP> // ADP // phosphate // <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide,PROTON // ADP // Pi // 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE,H // C10H12N5O10P2 // HO4P // C7H14N2O8P,1.0078250321d0 // 427.0294147485d0 // 97.9768950947d0 // 286.0566019787d0
PRPPAMIDOTRANS-RXN,5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate  <-->  5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O,5-phospho-&beta;-D-ribosylamine // diphosphate // L-glutamate,5-P-BETA-D-RIBOSYL-AMINE // PPI // GLT,C5H11NO7P // HO7P2 // C5H8NO4,229.0351382551d0 // 177.9432255031d0 // 147.0531577825d0,5-phospho-&alpha;-D-ribose 1-diphosphate // L-glutamine // H<sub>2</sub>O,PRPP // GLN // WATER,C5H8O14P3 // C5H10N2O3 // H2O,389.9518146567d0 // 146.0691421977d0 // 18.0105646863d0
RXN-20083,5-phosphooxy-L-glutamyl-[tRNAGln] + ammonia  ->  L-glutaminyl-[tRNAGln] + phosphate,a 5-phosphooxy-L-glutamyl-[tRNA<sup>Gln</sup>] // ammonia,5-Phosphooxy-L-glutamyl-tRNAGlln // AMMONIA, // H3N,17.0265491015d0,an L-glutaminyl-[tRNA<SUP>Gln</SUP>] // phosphate,Charged-GLN-tRNAs // Pi, // HO4P,97.9768950947d0
RXN-11961,"5alpha-cholesta-7,24-dien-3-one + 2 NADPH + 2 H+  ->  2 5alpha-cholesta-7,24-dien-3beta-ol + 2 NADP+","H<SUP>+</SUP> // NADPH // 5&alpha;-cholesta-7,24-dien-3-one",PROTON // NADPH // CPD-12929,H // C21H26N7O17P3 // C27H42O,1.0078250321d0 // 745.0911021051d0 // 382.32356597029997d0,"NADP<sup>+</sup> // 5&alpha;-cholesta-7,24-dien-3&beta;-ol",NADP // 5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL,C21H25N7O17P3 // C27H44O,745.0911021051d0 // 384.3392160345d0
RXN66-320,"5alpha-cholesta-7,24-dien-3beta-ol  <-->  zymosterol","5&alpha;-cholesta-7,24-dien-3&beta;-ol",5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL,C27H44O,384.3392160345d0,zymosterol,ZYMOSTEROL,C27H44O,384.3392160345d0
RXN-11887,"5alpha-cholesta-7,24-dien-3beta-ol + 2 ferrocytochrome b5 + dioxygen + 2 H+  ->  7-dehydrodesmosterol + 2 ferricytochrome b5 + 2 H2O","5&alpha;-cholesta-7,24-dien-3&beta;-ol // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // H<SUP>+</SUP>",5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL // FERROCYTOCHROME-B5 // OXYGEN-MOLECULE // PROTON,C27H44O //  // O2 // H,384.3392160345d0 // 31.9898292442d0 // 1.0078250321d0,7-dehydrodesmosterol // a ferricytochrome <i>b<sub>5</sub></i> // H<sub>2</sub>O,CPD-8646 // FERRICYTOCHROME-B5 // WATER,C27H42O //  // H2O,382.32356597029997d0 // 18.0105646863d0
PROGESTERONE-5-ALPHA-REDUCTASE-RXN,5alpha-dihydroprogesterone + NADP+  <-  progesterone + NADPH + H+,H<SUP>+</SUP> // NADPH // progesterone,PROTON // NADPH // PROGESTERONE,H // C21H26N7O17P3 // C21H30O2,1.0078250321d0 // 745.0911021051d0 // 314.2245802072d0,NADP<sup>+</sup> // 5&alpha;-dihydroprogesterone,NADP // CPD-293,C21H25N7O17P3 // C21H32O2,745.0911021051d0 // 316.2402302714d0
RXN-9726,"5beta-pregnan-3,20 dione + NADP+  <-  progesterone + NADPH + H+",progesterone // NADPH // H<SUP>+</SUP>,PROGESTERONE // NADPH // PROTON,C21H30O2 // C21H26N7O17P3 // H,314.2245802072d0 // 745.0911021051d0 // 1.0078250321d0,"5&beta;-pregnan-3,20 dione // NADP<sup>+</sup>",CPD-5962 // NADP,C21H32O2 // C21H25N7O17P3,316.2402302714d0 // 745.0911021051d0
RXN-20956,"5beta-pregnane-3beta,14beta-diol-20-one + reduced [NADPH-hemoprotein reductase] + dioxygen  ->  3beta,14beta,21-trihydroxy-5beta-pregnane-20-one + oxidized [NADPH-hemoprotein reductase] + H2O","5&beta;-pregnane-3&beta;,14&beta;-diol-20-one // a reduced [NADPH-hemoprotein reductase] // dioxygen",CPD-22587 // Red-NADPH-Hemoprotein-Reductases // OXYGEN-MOLECULE,C21H34O3 //  // O2,334.2507949577d0 // 31.9898292442d0,"3&beta;,14&beta;,21-trihydroxy-5&beta;-pregnane-20-one // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O",CPD-22588 // Ox-NADPH-Hemoprotein-Reductases // WATER,C21H34O4 //  // H2O,350.2457095798d0 // 18.0105646863d0
