kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,Δm/z,mzDiff,REACTION ID,ENZYME ID,COMMENT,PATHWAY
C03344,C04405,CC(C(=O)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@@H]([C@H](C)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,865.152,867.1676,C26H42N7O18P3S,C26H44N7O18P3S,-2.0156,2.0156 ,R04203,1.1.1.35///1.1.1.178,0,"rn00280: Valine, leucine and isoleucine degradation///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites"
C20452,C20499,CCCCCC(=O)C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O,CCCCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C=C(C=C3C2=O)O)O)O)O,370.1053,372.1209,C20H18O7,C20H20O7,-2.0156,2.0156 ,R10309,1.1.1.349,0,rn00254: Aflatoxin biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C04573,C20395,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)O,CC(=O)N[C@H]1[C@H](O[C@@H]([C@H](C1=O)O)C(=O)O)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O,621.0608,619.0452,C17H25N3O18P2,C17H23N3O18P2,2.0156,2.0156 ,R10140,1.1.1.335,0,rn00520: Amino sugar and nucleotide sugar metabolism///rn00541: O-Antigen nucleotide sugar biosynthesis///rn01100: Metabolic pathways///rn01250: Biosynthesis of nucleotide sugars
C12448,C20371,CN1C2CCC1[C@H]([C@H](C2)O)C(=O)OC,CN1C2CCC1[C@H](C(=O)C2)C(=O)OC,199.1208,197.1052,C10H17NO3,C10H15NO3,2.0156,2.0156 ,R10114,1.1.1.334,0,0
C03037,C03448,CC1(C2CC(=O)C1(CC2=O)C)C,CC1(C2CC(=O)C1(CC2O)C)C,166.0994,168.115,C10H14O2,C10H16O2,-2.0156,2.0156 ,R10021,1.1.1.327,0,"rn00907: Pinene, camphor and geraniol degradation///rn01120: Microbial metabolism in diverse environments"
C20229,C20262,C/C/1=C\CC(/C=C/C(/C(=C/CC1)/C)O)(C)C,C/C/1=C\CC(/C=C/C(=O)/C(=C/CC1)/C)(C)C,220.1827,218.1671,C15H24O,C15H22O,2.0156,2.0156 ,R09988,1.1.1.326,0,0
C00835,C20263,C[C@@H](C(=O)C1=NC2=C(NC1)NC(=NC2=O)N)O,C[C@@H]([C@H](C1=NC2=C(NC1)NC(=NC2=O)N)O)O,237.0862,239.1018,C9H11N5O3,C9H13N5O3,-2.0156,2.0156 ,R09989,1.1.1.325,0,0
C17622,C20223,C/C(=C\C=O)/CC/C=C(\C)/C=O,C/C(=C\CO)/CC/C=C(\C)/C=O,166.0994,168.115,C10H14O2,C10H16O2,-2.0156,2.0156 ,R09929,1.1.1.324,"second step of two-step reaction (see R08499, R09928+R09929)",0
C20226,C20228,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,C1=CC=C(C=C1)[C@H](C(=O)C2=CC=CC=C2)O,210.0681,212.0837,C14H10O2,C14H12O2,-2.0156,2.0156 ,R09933,1.1.1.321,0,0
C20226,C20227,C1=CC=C(C=C1)C(=O)C(=O)C2=CC=CC=C2,C1=CC=C(C=C1)[C@@H](C(=O)C2=CC=CC=C2)O,210.0681,212.0837,C14H10O2,C14H12O2,-2.0156,2.0156 ,R09932,1.1.1.320,0,0
C00349,C01188,CC(C=O)C(=O)O,CC(CO)C(=O)O,102.0317,104.0473,C4H6O3,C4H8O3,-2.0156,2.0156 ,R02047,1.1.1.31,0,0
C06718,C18235,CC(=O)N[C@@H](CSC=O)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O,CC(=O)N[C@@H](CSCO)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O,514.1469,516.1625,C18H30N2O13S,C18H32N2O13S,-2.0156,2.0156 ,R09129,1.1.1.306,0,0
C00231,C19674,C([C@H]([C@@H](C(=O)CO)O)O)OP(=O)(O)O,C([C@H]([C@H]([C@@H](COP(=O)(O)O)O)O)O)O,230.0192,232.0348,C5H11O8P,C5H13O8P,-2.0156,2.0156 ,R09544,1.1.1.301,0,0
C00164,C01089,CC(=O)CC(=O)O,C[C@H](CC(=O)O)O,102.0317,104.0473,C4H6O3,C4H8O3,-2.0156,2.0156 ,R01361,1.1.1.30,0,rn00650: Butanoate metabolism///rn01100: Metabolic pathways
C16159,C16390,C(CC(=O)O)C(C=O)C(=O)O,C(CC(=O)O)C(CO)C(=O)O,160.0372,162.0528,C6H8O5,C6H10O5,-2.0156,2.0156 ,R07985,1.1.1.291,0,rn00760: Nicotinate and nicotinamide metabolism///rn01120: Microbial metabolism in diverse environments
C03393,C06054,C([C@H]([C@H](C(=O)O)O)O)OP(=O)(O)O,C([C@H](C(=O)C(=O)O)O)OP(=O)(O)O,216.0035,213.9879,C4H9O8P,C4H7O8P,2.0156,2.0156 ,R04210,1.1.1.290,0,rn00750: Vitamin B6 metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C02975,C03865,CCCC(=O)CC(=O)OCC,CCC[C@@H](CC(=O)OCC)O,158.0943,160.1099,C8H14O3,C8H16O3,-2.0156,2.0156 ,R04106,1.1.1.280,0,0
C02975,C03864,CCCC(=O)CC(=O)OCC,CCC[C@H](CC(=O)OCC)O,158.0943,160.1099,C8H14O3,C8H16O3,-2.0156,2.0156 ,R04105,1.1.1.279,0,0
C11383,C11409,CC1=CC[C@@H](CC1=O)C(=C)C,CC1=CC[C@@H](C[C@H]1O)C(=C)C,150.1045,152.1201,C10H14O,C10H16O,-2.0156,2.0156 ,R06117,1.1.1.275,0,rn00902: Monoterpenoid biosynthesis///rn00903: Limonene degradation///rn01120: Microbial metabolism in diverse environments
C11634,C11635,C/C=C\1/CN2[C@H]3C[C@@H]1[C@H]([C@@H]2CC4=C3NC5=CC=CC=C45)C=O,C/C=C\1/CN2[C@H]3C[C@@H]1C([C@@H]2CC4=C3NC5=CC=CC=C45)CO,292.1576,294.1732,C19H20N2O,C19H22N2O,-2.0156,2.0156 ,R05827,1.1.1.273,0,rn00901: Indole alkaloid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00325,C14830,C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O,C[C@H]1C(=O)[C@H]([C@@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O,589.0822,587.0666,C16H25N5O15P2,C16H23N5O15P2,2.0156,2.0156 ,R07060,1.1.1.271,"NADPH-dependent reduction by GDP-L-fucose synthase (see R05692), following after R07059///Ref.: 1. J Bacteriol 180:998-1001 (1998)",0
C04453,C08825,C[C@H]1[C@@H]2CC=C3[C@@H]4CC[C@@H]([C@]4(CC[C@@H]3[C@]2(CCC1=O)C)C)[C@H](C)CCCC(C)C,C[C@@H]1[C@H](CC[C@]2([C@H]1CC=C3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)C)C)O,398.3549,400.3705,C28H46O,C28H48O,-2.0156,2.0156 ,R05691,1.1.1.270,0,0
C00109,C05984,CCC(=O)C(=O)O,CC[C@@H](C(=O)O)O,102.0317,104.0473,C4H6O3,C4H8O3,-2.0156,2.0156 ,R01000,1.1.1.27,0,rn00640: Propanoate metabolism
C11497,C11498,CC(=O)CSCCS(=O)(=O)O,C[C@@H](CSCCS(=O)(=O)O)O,198.0021,200.0177,C5H10O4S2,C5H12O4S2,-2.0156,2.0156 ,R05690,1.1.1.269,0,0
C11496,C11497,C[C@H](CSCCS(=O)(=O)O)O,CC(=O)CSCCS(=O)(=O)O,200.0177,198.0021,C5H12O4S2,C5H10O4S2,2.0156,2.0156 ,R05689,1.1.1.268,0,0
C07277,C11907,C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O,C[C@@H]1C(=O)[C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,548.0808,546.0652,C16H26N2O15P2,C16H24N2O15P2,2.0156,2.0156 ,R05687,1.1.1.266,0,rn00523: Polyketide sugar unit biosynthesis///rn00541: O-Antigen nucleotide sugar biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01250: Biosynthesis of nucleotide sugars
C07287,C07288,CC(=CCCC(=O)C)C,CC(CCC=C(C)C)O,126.1045,128.1201,C8H14O,C8H16O,-2.0156,2.0156 ,R05678,1.1.1.260,0,0
C06678,C06679,C1=CC(=CC=C1CO)S(=O)(=O)O,C1=CC(=CC=C1C=O)S(=O)(=O)O,188.0143,185.9987,C7H8O4S,C7H6O4S,2.0156,2.0156 ,R05271,1.1.1.257,0,rn00623: Toluene degradation///rn01120: Microbial metabolism in diverse environments///rn01220: Degradation of aromatic compounds
C00779,C04033,C1[C@@H](CC(=O)C2=C(C=C(C=C21)O)O)O,C1=C2C=C(C=C(C2=C(C=C1O)O)O)O,194.0579,192.0423,C10H10O4,C10H8O4,2.0156,2.0156 ,R02906,1.1.1.252,0,0
C05179,C05220,CN1CC[C@]23C=C(C(=O)C=C2[C@H]1CC4=C3C(=C(C=C4)OC)O)OC,CN1CC[C@]23C=C([C@H](C=C2[C@H]1CC4=C3C(=C(C=C4)OC)O)O)OC,327.1471,329.1627,C19H21NO4,C19H23NO4,-2.0156,2.0156 ,R04697,1.1.1.248,0,rn00950: Isoquinoline alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C06171,C06174,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)C=C4,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,297.1365,299.1521,C18H19NO3,C18H21NO3,-2.0156,2.0156 ,R05124,1.1.1.247,0,rn00950: Isoquinoline alkaloid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00964,C01767,CC1=CC[C@H](C[C@@H]1O)C(=C)C,CC1=CC[C@H](CC1=O)C(=C)C,152.1201,150.1045,C10H16O,C10H14O,2.0156,2.0156 ,R03114,1.1.1.243,0,rn00902: Monoterpenoid biosynthesis///rn00903: Limonene degradation///rn01120: Microbial metabolism in diverse environments
C00509,C12124,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,C1[C@H](OC2=CC(=CC(=C2C1O)O)O)C3=CC=C(C=C3)O,272.0685,274.0841,C15H12O5,C15H14O5,-2.0156,2.0156 ,R06610,1.1.1.234,flavanone 4-reductase///dihydroflavonol 4-reductase,rn00941: Flavonoid biosynthesis
C02943,C03930,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CCC(=O)C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)C)(C)C(=O)O,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O,468.324,470.3396,C30H44O4,C30H46O4,-2.0156,2.0156 ,R04099,1.1.1.230,0,0
C00860,C01929,C1=C(NC=N1)C[C@@H](CO)N,C1=C(NC=N1)C[C@@H](C=O)N,141.0902,139.0746,C6H11N3O,C6H9N3O,2.0156,2.0156 ,R03012,1.1.1.23,"first step of two-step reaction (R01158, R03012+R01163)///subsequently R01163",rn00340: Histidine metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C01868,C02213,CC(C)[C@@]12C[C@@H]1C(=C)C(=O)C2,CC(C)[C@@]12C[C@@H]1C(=C)[C@@H](C2)O,150.1045,152.1201,C10H14O,C10H16O,-2.0156,2.0156 ,R03745,1.1.1.228,0,0
C03767,C04404,C1CC(=O)CCC1C(=O)O,C1CC(CCC1C(=O)O)O,142.063,144.0786,C7H10O3,C7H12O3,-2.0156,2.0156 ,R04307,1.1.1.226,0,0
C01123,C02485,CC1=C[C@@H]([C@H](CC1)C(=C)C)O,CC1=CC(=O)[C@H](CC1)C(=C)C,152.1201,150.1045,C10H16O,C10H14O,2.0156,2.0156 ,R03261,1.1.1.223,0,rn00902: Monoterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C01760,C02533,CC1=CC(=O)CC([C@]1(/C=C/[C@@H](C)O)O)(C)C,CC1=CC(=O)CC([C@]1(/C=C/C(=O)C)O)(C)C,224.1412,222.1256,C13H20O3,C13H18O3,2.0156,2.0156 ,R04412,1.1.1.221,0,0
C04000,C04561,CC(C(=O)C)C(=O)OCC1=CC=CC=C1,C[C@H]([C@H](C)O)C(=O)OCC1=CC=CC=C1,206.0943,208.1099,C12H14O3,C12H16O3,-2.0156,2.0156 ,R04370,1.1.1.217,0,0
C00770,C15673,C([C@@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,C([C@@H]([C@H]([C@@H](C(=O)C(=O)O)O)O)O)O,196.0583,194.0427,C6H12O7,C6H10O7,2.0156,2.0156 ,R08880,1.1.1.215,0,0
C18041,C18042,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C)O,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C)O,318.2559,320.2715,C21H34O2,C21H36O2,-2.0156,2.0156 ,R08960,1.1.1.213,0,rn00140: Steroid hormone biosynthesis///rn01100: Metabolic pathways
C03917,C12525,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)O,290.2246,292.2402,C19H30O2,C19H32O2,-2.0156,2.0156 ,R04344,1.1.1.210,0,0
C03684,C04244,CC(=O)C(=O)C1CNC2=C(N1)C(=O)N=C(N2)N,CC(C(=O)C1CNC2=C(N1)C(=O)N=C(N2)N)O,237.0862,239.1018,C9H11N5O3,C9H13N5O3,-2.0156,2.0156 ,R04285,1.1.1.21///1.1.1.184///1.1.1.220,0,rn00790: Folate biosynthesis///rn01100: Metabolic pathways
C00553,C00843,C[C@@H]1CC[C@H]([C@H](C1)O)C(C)C,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,156.1514,154.1358,C10H20O,C10H18O,2.0156,2.0156 ,R02548,1.1.1.208,0,rn00902: Monoterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C00400,C00843,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,C[C@@H]1CC[C@H](C(=O)C1)C(C)C,156.1514,154.1358,C10H20O,C10H18O,2.0156,2.0156 ,R02177,1.1.1.207,0,rn00902: Monoterpenoid biosynthesis///rn01110: Biosynthesis of secondary metabolites
C01881,C02956,CC12CCCC1C3C(CC2)C4(CCCCC4CC3=O)C,CC12CCCC1C3[C@H](CC4CCCCC4(C3CC2)C)O,274.2297,276.2453,C19H30O,C19H32O,-2.0156,2.0156 ,R03753,1.1.1.201,general reaction,0
C01040,C02670,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O,C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O,178.0477,176.0321,C6H10O6,C6H8O6,2.0156,2.0156 ,R03183,1.1.1.20,0,rn00053: Ascorbate and aldarate metabolism///rn01100: Metabolic pathways
C00191,C00800,[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O,C([C@@H]([C@H]([C@@H]([C@@H](C(=O)O)O)O)O)O)O,194.0427,196.0583,C6H10O7,C6H12O7,-2.0156,2.0156 ,R01481,1.1.1.2///1.1.1.19,0,rn00040: Pentose and glucuronate interconversions///rn00053: Ascorbate and aldarate metabolism///rn01100: Metabolic pathways///rn01240: Biosynthesis of cofactors
C04654,C04741,CCCCCC(=O)/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,352.225,354.2406,C20H32O5,C20H34O5,-2.0156,2.0156 ,R04552,1.1.1.197,0,0
C02325,C05610,COC1=CC(=CC(=C1O)OC)/C=C/CO,COC1=CC(=CC(=C1O)OC)/C=C/C=O,210.0892,208.0736,C11H14O4,C11H12O4,2.0156,2.0156 ,R03918,1.1.1.195,0,rn00940: Phenylpropanoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C00590,C02666,COC1=C(C=CC(=C1)/C=C/CO)O,COC1=C(C=CC(=C1)/C=C/C=O)O,180.0786,178.063,C10H12O3,C10H10O3,2.0156,2.0156 ,R02593,1.1.1.194///1.1.1.195,0,rn00940: Phenylpropanoid biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites
C01268,C04454,C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)(O)O,C([C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)NC1=C(C(=O)NC(=O)N1)N,354.0577,356.0733,C9H15N4O9P,C9H17N4O9P,-2.0156,2.0156 ,R03458,1.1.1.193,0,rn00740: Riboflavin metabolism///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01240: Biosynthesis of cofactors
C00696,C05959,CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@H](CC1=O)O)C/C=C\CCCC(=O)O)O,CCCCC[C@@H](/C=C/[C@H]1[C@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,352.225,354.2406,C20H32O5,C20H34O5,-2.0156,2.0156 ,R02799,1.1.1.188,0,rn00590: Arachidonic acid metabolism
C00584,C00639,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,352.225,354.2406,C20H32O5,C20H34O5,-2.0156,2.0156 ,R02581,1.1.1.184///1.1.1.189,0,rn00590: Arachidonic acid metabolism///rn01100: Metabolic pathways
C01147,C12313,C1CCC(=O)C(C1)O,C1CC[C@@H]([C@@H](C1)O)O,114.0681,116.0837,C6H10O2,C6H12O2,-2.0156,2.0156 ,R06621,1.1.1.174,0,rn00930: Caprolactam degradation///rn01120: Microbial metabolism in diverse environments
C00322,C02360,C(CC(=O)C(=O)O)CC(=O)O,C(CC(C(=O)O)O)CC(=O)O,160.0372,162.0528,C6H8O5,C6H10O5,-2.0156,2.0156 ,R01932,1.1.1.172,0,0
C00795,C01697,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O,C([C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O,180.0634,182.079,C6H12O6,C6H14O6,-2.0156,2.0156 ,R02928,1.1.1.16,0,rn00052: Galactose metabolism///rn01100: Metabolic pathways
C00835,C02953,C[C@@H](C(=O)C1=NC2=C(NC1)NC(=NC2=O)N)O,C[C@@H]([C@@H](C1=NC2=C(NC1)NC(=NC2=O)N)O)O,237.0862,239.1018,C9H11N5O3,C9H13N5O3,-2.0156,2.0156 ,R02975,1.1.1.153///1.1.1.184,0,rn00790: Folate biosynthesis///rn01100: Metabolic pathways
C01719,C01722,C([C@H]1[C@@H]([C@H](C(O1)(CO)O)O)O)O,C([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O,180.0634,182.079,C6H12O6,C6H14O6,-2.0156,2.0156 ,R08536,1.1.1.15,0,0
C13712,C18042,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C)O,318.2559,320.2715,C21H34O2,C21H36O2,-2.0156,2.0156 ,R08959,1.1.1.149,0,rn00140: Steroid hormone biosynthesis///rn01100: Metabolic pathways
C16453,C19574,CN(CCCC(=O)C1=CN=CC=C1)N=O,CN(CCCC(C1=CN=CC=C1)O)N=O,207.1008,209.1164,C10H13N3O2,C10H15N3O2,-2.0156,2.0156 ,R09420,1.1.1.146///1.1.1.184///1.3.1.20,0,rn00980: Metabolism of xenobiotics by cytochrome P450
C05476,C05478,C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O)O,CC12CC[C@H](CC1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C)O,350.2457,348.2301,C21H34O4,C21H32O4,2.0156,2.0156 ,R04840,1.1.1.146,0,rn00140: Steroid hormone biosynthesis
C03205,C05485,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CC=C4[C@@]3(CCC(C4)O)C,330.2195,332.2351,C21H30O3,C21H32O3,-2.0156,2.0156 ,R04163,1.1.1.145///5.3.3.1,NADP+ (see R04164)///multi-step reaction (see R03176+R02644),rn00140: Steroid hormone biosynthesis
C02452,C02576,CC(=C)[C@H]1CCC(=CC1)CO,CC(=C)C1CCC(=CC1)C=O,152.1201,150.1045,C10H16O,C10H14O,2.0156,2.0156 ,R03945,1.1.1.144,0,rn00903: Limonene degradation
C01295,C03365,CO[C@H]1[C@@H]([C@H]([C@H](C(=O)[C@@H]1O)O)O)O,COC1[C@@H]([C@H](C([C@H]([C@@H]1O)O)O)O)O,192.0634,194.079,C7H12O6,C7H14O6,-2.0156,2.0156 ,R03497,1.1.1.143,0,0
C01295,C03844,CO[C@H]1[C@@H]([C@H]([C@H](C(=O)[C@@H]1O)O)O)O,COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O,192.0634,194.079,C7H12O6,C7H14O6,-2.0156,2.0156 ,R03498,1.1.1.142,0,0
C00639,C05960,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O,CCCCCC(=O)/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O,354.2406,352.225,C20H34O5,C20H32O5,2.0156,2.0156 ,R02683,1.1.1.141,0,rn00590: Arachidonic acid metabolism
C00247,C01507,C1[C@@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,C([C@@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,180.0634,182.079,C6H12O6,C6H14O6,-2.0156,2.0156 ,R07145,1.1.1.14,0,0
C00688,C03319,C[C@H]1C(=O)[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)O,546.0652,548.0808,C16H24N2O15P2,C16H26N2O15P2,-2.0156,2.0156 ,R02777,1.1.1.133,0,rn00521: Streptomycin biosynthesis///rn00523: Polyketide sugar unit biosynthesis///rn00541: O-Antigen nucleotide sugar biosynthesis///rn01100: Metabolic pathways///rn01110: Biosynthesis of secondary metabolites///rn01250: Biosynthesis of nucleotide sugars
C00204,C04471,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O,C([C@@H]([C@@H](C=O)O)O)C(=O)C(=O)O,178.0477,176.0321,C6H10O6,C6H8O6,2.0156,2.0156 ,R01543,1.1.1.126,0,0
C00204,C04349,C([C@@H]([C@@H](CO)O)O)C(=O)C(=O)O,C([C@@H](C(=O)CO)O)C(=O)C(=O)O,178.0477,176.0321,C6H10O6,C6H8O6,2.0156,2.0156 ,R01542,1.1.1.125///1.1.1.127,0,rn00040: Pentose and glucuronate interconversions///rn01100: Metabolic pathways
C01510,C02994,C([C@H]1[C@H]([C@@H](C(O1)O)O)O)O,C([C@H]1[C@H]([C@@H](C(=O)O1)O)O)O,150.0528,148.0372,C5H10O5,C5H8O5,2.0156,2.0156 ,R03586,1.1.1.113,0,0
C00487,C02636,C[N+](C)(C)CC(CC(=O)O)O,C[N+](C)(C)CC(=O)CC(=O)O,162.113,160.0974,C7H16NO3,C7H14NO3,2.0156,2.0156 ,R02395,1.1.1.108,Ref:1. Eur J Biochem 1968;6:196-201,0
C00250,C00971,CC1=NC=C(C(=C1O)C=O)CO,CC1=NC=C2COC(=O)C2=C1O,167.0582,165.0426,C8H9NO3,C8H7NO3,2.0156,2.0156 ,R01707,1.1.1.107,0,rn00750: Vitamin B6 metabolism///rn01120: Microbial metabolism in diverse environments
C01015,C01877,C1[C@@H](CN[C@@H]1C(=O)O)O,C1[C@H](NCC1=O)C(=O)O,131.0582,129.0426,C5H9NO3,C5H7NO3,2.0156,2.0156 ,R07146,1.1.1.104,0,0
C00188,C03508,C[C@H]([C@@H](C(=O)O)N)O,CC(=O)[C@@H](C(=O)O)N,119.0582,117.0426,C4H9NO3,C4H7NO3,2.0156,2.0156 ,R01465,1.1.1.103,0,"rn00260: Glycine, serine and threonine metabolism///rn01100: Metabolic pathways"
C01192,C04036,CCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)O)O,408.2277,410.2433,C19H37O7P,C19H39O7P,-2.0156,2.0156 ,R03357,1.1.1.101,0,0
C16586,C16587,C1=CC=C(C=C1)C(CO)COC(=O)N,C1=CC=C(C=C1)C(COC(=O)N)C=O,195.0895,193.0739,C10H13NO3,C10H11NO3,2.0156,2.0156 ,R08306,1.1.1.1,0,rn00982: Drug metabolism - cytochrome P450
C11101,C20443,C1=C(OC(=C1)C=O)CO,C1=C(OC(=C1)CO)CO,126.0317,128.0473,C6H6O3,C6H8O3,-2.0156,2.0156 ,R10218,1.1.1.-,5-Hydroxymethylfurfuryl alcohol dehydrogenase,rn00365: Furfural degradation///rn01120: Microbial metabolism in diverse environments
